teamId,win,T1BaronFirstKill,T1BaronKills,T1ChampionFirstKill,T1ChampionKills,T1DragonFirstKill,T1DragonKills,T1InhibitorFirstKill,T1InhibitorKills,T1RiftHeraldFirstKill,T1RiftHeraldKills,T1TowerFirstKill,T1TowerKills,T1TOP,T1JUN,T1MID,T1ADC,T1SPT,teamId,T2BaronFirstKill,T2BaronKills,T2ChampionFirstKill,T2ChampionKills,T2DragonFirstKill,T2DragonKills,T2InhibitorFirstKill,T2InhibitorKills,T2RiftHeraldFirstKill,T2RiftHeraldKills,T2TowerFirstKill,T2TowerKills,T2TOP,T2JUN,T2MID,T2ADC,T2SPT,GameDuration
100,FALSE,TRUE,1,TRUE,32,TRUE,2,FALSE,0,TRUE,2,TRUE,6,1442,44,532,606,12,200,FALSE,0,FALSE,36,FALSE,2,TRUE,1,FALSE,0,FALSE,7,2035,61,606,600,18,1868
100,TRUE,FALSE,0,TRUE,27,TRUE,1,TRUE,2,TRUE,1,TRUE,10,945,37,1126,736,6,200,FALSE,0,FALSE,7,FALSE,0,FALSE,0,FALSE,0,FALSE,0,887,71,306,134,1,1124
100,FALSE,FALSE,0,TRUE,43,FALSE,2,FALSE,1,FALSE,0,FALSE,7,3429,33,572,1129,8,200,TRUE,2,FALSE,50,TRUE,3,TRUE,2,TRUE,2,TRUE,8,1462,50,854,533,12,2374
100,TRUE,FALSE,0,TRUE,45,FALSE,2,TRUE,1,TRUE,1,TRUE,7,793,47,247,1244,10,200,FALSE,0,FALSE,18,TRUE,1,FALSE,0,FALSE,0,FALSE,0,1394,78,470,615,3,1265
100,TRUE,TRUE,2,FALSE,46,TRUE,2,TRUE,1,FALSE,0,FALSE,9,1472,52,481,823,19,200,FALSE,0,TRUE,34,FALSE,4,FALSE,0,TRUE,1,TRUE,6,1800,44,759,497,4,2439
100,TRUE,FALSE,0,TRUE,33,TRUE,2,FALSE,0,TRUE,2,TRUE,4,1015,33,461,429,9,200,FALSE,0,FALSE,11,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1243,45,191,455,2,1294
100,FALSE,FALSE,0,FALSE,4,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1057,50,312,367,2,200,FALSE,0,TRUE,33,TRUE,1,TRUE,1,TRUE,1,TRUE,8,1349,61,758,408,13,1254
100,FALSE,FALSE,0,FALSE,44,TRUE,2,FALSE,0,FALSE,0,FALSE,4,1812,70,480,1912,21,200,TRUE,1,TRUE,60,FALSE,4,TRUE,3,TRUE,1,TRUE,11,2254,45,1142,1610,25,2378
100,FALSE,FALSE,0,TRUE,16,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1453,38,317,710,7,200,FALSE,0,FALSE,27,TRUE,2,FALSE,0,TRUE,1,TRUE,4,1887,63,339,306,7,1215
100,FALSE,FALSE,0,FALSE,15,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1097,93,189,375,4,200,FALSE,0,TRUE,31,TRUE,4,TRUE,2,TRUE,2,TRUE,8,1639,39,586,600,13,1535
100,FALSE,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,1,937,40,525,304,5,200,FALSE,0,TRUE,32,TRUE,1,TRUE,2,TRUE,1,TRUE,9,960,22,748,710,15,1184
100,FALSE,FALSE,0,FALSE,31,FALSE,0,FALSE,0,TRUE,1,TRUE,4,1538,48,558,762,10,200,TRUE,1,TRUE,44,TRUE,4,TRUE,1,FALSE,0,FALSE,7,1285,45,1486,444,11,1729
100,TRUE,FALSE,0,TRUE,30,TRUE,2,FALSE,0,FALSE,1,FALSE,4,1329,50,687,399,8,200,FALSE,0,FALSE,2,FALSE,0,FALSE,0,TRUE,1,TRUE,3,1322,50,258,472,1,1244
100,TRUE,TRUE,1,TRUE,24,TRUE,4,TRUE,3,TRUE,1,TRUE,9,1513,50,554,612,10,200,FALSE,0,FALSE,22,FALSE,0,FALSE,0,FALSE,0,FALSE,1,1027,86,278,652,12,1754
100,FALSE,FALSE,0,FALSE,21,FALSE,1,FALSE,0,FALSE,0,FALSE,0,1874,38,527,499,9,200,FALSE,0,TRUE,31,TRUE,2,TRUE,4,TRUE,1,TRUE,11,2098,42,609,518,11,1737
100,TRUE,FALSE,0,TRUE,35,TRUE,2,TRUE,1,TRUE,1,TRUE,7,2078,43,944,332,7,200,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,2,1115,10,207,414,5,1258
100,TRUE,FALSE,0,FALSE,37,FALSE,1,TRUE,1,FALSE,1,TRUE,9,1500,41,722,274,5,200,FALSE,0,TRUE,21,TRUE,1,FALSE,0,TRUE,1,FALSE,1,1422,43,622,528,5,1421
100,FALSE,FALSE,0,FALSE,27,FALSE,0,FALSE,0,FALSE,0,FALSE,2,2193,56,1017,586,6,200,TRUE,1,TRUE,48,TRUE,4,TRUE,3,TRUE,1,TRUE,11,2564,44,316,1381,19,1629
100,TRUE,FALSE,0,TRUE,55,TRUE,5,TRUE,5,FALSE,1,TRUE,11,2575,42,860,1273,19,200,TRUE,2,FALSE,53,FALSE,1,FALSE,0,TRUE,1,FALSE,5,3137,49,830,1219,32,2457
100,TRUE,TRUE,1,TRUE,49,TRUE,4,TRUE,2,TRUE,1,TRUE,10,1102,59,888,1000,12,200,FALSE,0,FALSE,27,FALSE,0,FALSE,0,FALSE,1,FALSE,1,1270,63,561,448,7,1873
100,FALSE,FALSE,0,TRUE,23,FALSE,0,FALSE,0,TRUE,1,FALSE,1,1952,22,637,587,8,200,FALSE,0,FALSE,53,TRUE,3,TRUE,1,FALSE,1,TRUE,9,898,51,516,809,15,1780
100,TRUE,TRUE,1,FALSE,41,FALSE,5,FALSE,0,FALSE,0,FALSE,7,1237,66,415,832,25,200,FALSE,0,TRUE,33,TRUE,1,TRUE,1,FALSE,0,TRUE,5,1377,27,856,804,8,2428
100,TRUE,TRUE,1,TRUE,38,TRUE,2,TRUE,1,TRUE,2,TRUE,9,1907,58,1321,548,16,200,FALSE,0,FALSE,25,FALSE,2,FALSE,0,FALSE,0,FALSE,5,3756,48,259,884,18,2075
100,FALSE,FALSE,0,FALSE,8,FALSE,0,FALSE,0,TRUE,1,FALSE,1,1013,62,486,405,1,200,FALSE,0,TRUE,31,TRUE,2,TRUE,2,FALSE,1,TRUE,8,1837,32,663,524,10,1214
100,FALSE,FALSE,0,FALSE,29,TRUE,2,FALSE,0,FALSE,0,FALSE,3,1114,62,730,660,7,200,TRUE,1,TRUE,32,FALSE,1,TRUE,1,TRUE,2,TRUE,9,1572,47,703,557,5,1809
100,TRUE,TRUE,1,FALSE,41,TRUE,2,TRUE,2,FALSE,0,FALSE,11,1571,56,1056,1378,23,200,FALSE,0,TRUE,39,FALSE,2,FALSE,0,TRUE,2,TRUE,3,1667,64,488,852,8,2044
100,TRUE,FALSE,0,TRUE,32,TRUE,2,FALSE,0,TRUE,2,TRUE,5,1177,56,604,503,11,200,FALSE,0,FALSE,9,FALSE,0,FALSE,0,FALSE,0,FALSE,1,1650,22,276,275,2,1349
100,FALSE,FALSE,0,FALSE,24,TRUE,2,FALSE,0,FALSE,0,FALSE,2,1391,38,322,757,10,200,FALSE,0,TRUE,40,FALSE,1,TRUE,1,TRUE,1,TRUE,7,1226,50,857,1264,14,1592
100,TRUE,FALSE,0,TRUE,26,TRUE,1,TRUE,1,TRUE,1,TRUE,8,1607,42,74,593,7,200,FALSE,0,FALSE,5,FALSE,0,FALSE,0,FALSE,0,FALSE,0,759,80,277,265,1,1129
100,FALSE,FALSE,0,TRUE,40,TRUE,3,FALSE,0,TRUE,1,TRUE,4,1356,55,531,1236,16,200,FALSE,0,FALSE,36,FALSE,1,TRUE,1,FALSE,0,FALSE,8,1952,47,693,875,17,1831
100,FALSE,FALSE,0,FALSE,53,FALSE,0,FALSE,0,FALSE,0,FALSE,0,3006,43,1223,1611,17,200,FALSE,0,TRUE,66,FALSE,0,TRUE,2,FALSE,0,TRUE,4,3240,65,1302,1860,28,1292
100,FALSE,FALSE,0,FALSE,13,FALSE,0,FALSE,0,FALSE,0,FALSE,1,1239,46,127,716,7,200,FALSE,0,TRUE,30,TRUE,3,TRUE,2,TRUE,1,TRUE,11,2139,20,337,630,7,1535
100,FALSE,FALSE,0,TRUE,43,FALSE,3,TRUE,4,TRUE,1,TRUE,10,3734,40,437,645,14,200,TRUE,2,FALSE,40,TRUE,3,FALSE,1,FALSE,0,FALSE,7,2213,35,594,1042,12,2292
100,FALSE,FALSE,0,TRUE,19,FALSE,0,FALSE,0,FALSE,0,FALSE,3,1519,63,756,538,8,200,TRUE,1,FALSE,41,TRUE,3,TRUE,1,TRUE,2,TRUE,10,2551,56,274,485,8,1591
100,FALSE,FALSE,0,TRUE,16,TRUE,2,FALSE,0,FALSE,1,FALSE,1,668,31,314,723,7,200,TRUE,1,FALSE,29,FALSE,1,TRUE,1,TRUE,1,TRUE,6,891,45,591,820,14,1539
100,FALSE,FALSE,0,FALSE,19,FALSE,1,FALSE,0,TRUE,1,FALSE,1,1252,47,652,596,7,200,FALSE,0,TRUE,38,TRUE,3,TRUE,3,FALSE,1,TRUE,10,1207,29,1267,520,13,1800
100,FALSE,TRUE,1,FALSE,47,TRUE,5,FALSE,1,FALSE,1,FALSE,6,1226,47,780,571,18,200,FALSE,0,TRUE,39,FALSE,0,TRUE,1,TRUE,1,TRUE,9,1803,46,1007,825,11,1991
100,TRUE,FALSE,0,TRUE,33,TRUE,2,TRUE,1,TRUE,2,TRUE,9,1139,48,843,723,12,200,FALSE,0,FALSE,19,FALSE,1,FALSE,0,FALSE,0,FALSE,1,1333,11,175,1030,7,1640
100,TRUE,FALSE,0,FALSE,28,TRUE,1,TRUE,1,TRUE,1,TRUE,6,1805,43,713,516,7,200,FALSE,0,TRUE,8,FALSE,1,FALSE,0,FALSE,0,FALSE,0,1515,50,425,339,3,1207
100,FALSE,FALSE,0,FALSE,25,FALSE,1,FALSE,0,TRUE,1,FALSE,2,1742,20,1128,712,10,200,TRUE,1,TRUE,51,TRUE,3,TRUE,2,FALSE,1,TRUE,10,2106,59,547,931,27,1878
100,TRUE,TRUE,1,TRUE,35,TRUE,4,TRUE,7,FALSE,0,TRUE,11,1398,29,1157,570,9,200,FALSE,1,FALSE,43,FALSE,1,FALSE,0,TRUE,2,FALSE,3,2694,49,529,93,13,1989
100,TRUE,FALSE,0,FALSE,49,TRUE,1,TRUE,1,TRUE,1,TRUE,11,1868,27,301,179,4,200,FALSE,0,TRUE,16,FALSE,0,FALSE,0,FALSE,0,FALSE,1,1533,56,605,274,6,1490
100,FALSE,FALSE,0,TRUE,26,FALSE,1,FALSE,0,TRUE,1,FALSE,1,1495,35,761,639,13,200,TRUE,1,FALSE,36,TRUE,2,TRUE,1,FALSE,1,TRUE,8,2715,8,548,982,13,1699
100,TRUE,FALSE,0,TRUE,31,TRUE,2,FALSE,0,FALSE,0,TRUE,4,2162,19,502,428,13,200,FALSE,0,FALSE,7,FALSE,0,FALSE,0,TRUE,1,FALSE,1,960,43,478,668,1,964
100,TRUE,FALSE,0,TRUE,40,FALSE,2,FALSE,0,TRUE,1,TRUE,8,1777,18,981,1867,18,200,TRUE,1,FALSE,26,TRUE,2,FALSE,0,FALSE,0,FALSE,2,2034,62,492,426,8,1525
100,FALSE,FALSE,0,FALSE,28,TRUE,2,FALSE,0,TRUE,1,FALSE,0,1896,43,787,764,10,200,FALSE,0,TRUE,41,FALSE,2,TRUE,2,FALSE,1,TRUE,10,1790,27,1106,1758,14,1572
100,TRUE,FALSE,0,TRUE,29,TRUE,2,TRUE,3,TRUE,1,TRUE,11,1218,34,977,1347,7,200,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1133,50,197,465,5,1439
100,FALSE,FALSE,0,FALSE,44,FALSE,4,FALSE,0,FALSE,0,FALSE,2,1787,50,918,606,17,200,TRUE,2,TRUE,57,TRUE,1,TRUE,2,TRUE,2,TRUE,11,2216,72,474,377,9,2173
100,FALSE,TRUE,1,TRUE,39,FALSE,2,FALSE,0,TRUE,2,TRUE,6,1681,51,874,942,18,200,FALSE,1,FALSE,42,TRUE,4,TRUE,2,FALSE,0,FALSE,9,1966,38,1151,1334,11,2200
100,FALSE,FALSE,0,TRUE,44,TRUE,1,FALSE,0,FALSE,0,TRUE,8,1865,36,836,889,5,200,TRUE,1,FALSE,49,FALSE,5,TRUE,1,TRUE,1,FALSE,7,1144,45,609,1710,17,2373
100,TRUE,TRUE,1,TRUE,40,TRUE,2,TRUE,2,FALSE,0,TRUE,10,1356,57,1098,684,14,200,FALSE,0,FALSE,16,FALSE,0,FALSE,0,TRUE,1,FALSE,1,2088,44,510,460,5,1885
100,TRUE,TRUE,1,FALSE,31,TRUE,2,FALSE,1,FALSE,0,FALSE,6,1672,74,957,771,21,200,FALSE,0,TRUE,20,FALSE,3,TRUE,1,TRUE,1,TRUE,9,1915,50,865,619,7,2020
100,FALSE,FALSE,0,TRUE,15,FALSE,0,FALSE,0,TRUE,2,FALSE,3,1319,33,541,393,9,200,TRUE,1,FALSE,44,TRUE,3,FALSE,0,FALSE,0,TRUE,5,1442,59,455,639,18,1750
100,TRUE,FALSE,0,FALSE,32,TRUE,3,TRUE,1,TRUE,1,TRUE,6,1754,50,529,984,9,200,FALSE,0,TRUE,15,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1321,73,324,349,9,1650
100,TRUE,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,378,0,30,128,0,200,FALSE,0,FALSE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,541,0,0,275,0,217
100,TRUE,TRUE,1,TRUE,42,TRUE,3,TRUE,2,FALSE,0,FALSE,10,2009,60,354,1201,22,200,FALSE,0,FALSE,38,FALSE,2,FALSE,0,TRUE,1,TRUE,3,1869,71,967,739,21,2084
100,FALSE,FALSE,0,FALSE,6,TRUE,1,FALSE,0,FALSE,0,FALSE,1,662,67,131,365,1,200,TRUE,1,TRUE,32,FALSE,1,TRUE,1,TRUE,1,TRUE,8,925,53,643,262,12,1492
100,FALSE,FALSE,0,TRUE,46,FALSE,1,TRUE,2,TRUE,1,TRUE,5,1977,72,675,403,23,200,TRUE,1,FALSE,47,TRUE,4,FALSE,1,FALSE,0,FALSE,10,1498,32,419,506,17,1762
100,FALSE,FALSE,0,TRUE,15,FALSE,0,FALSE,0,FALSE,0,FALSE,2,1190,20,492,425,4,200,FALSE,0,FALSE,34,TRUE,3,TRUE,2,TRUE,1,TRUE,11,1273,44,1240,575,6,1463
100,TRUE,TRUE,1,FALSE,41,TRUE,2,TRUE,1,TRUE,2,TRUE,8,2001,73,512,412,19,200,FALSE,0,TRUE,25,FALSE,2,FALSE,0,FALSE,0,FALSE,6,1798,32,1000,860,14,1821
100,FALSE,FALSE,0,TRUE,32,TRUE,2,FALSE,0,TRUE,2,TRUE,8,2493,47,585,1157,11,200,TRUE,2,FALSE,61,FALSE,4,TRUE,2,FALSE,0,FALSE,9,1843,36,1504,2267,43,2179
100,TRUE,TRUE,1,FALSE,45,TRUE,3,TRUE,1,FALSE,0,TRUE,9,1415,53,738,812,15,200,FALSE,0,TRUE,34,FALSE,1,FALSE,0,FALSE,0,FALSE,0,1039,79,569,506,14,1957
100,TRUE,FALSE,0,TRUE,31,TRUE,4,TRUE,1,TRUE,2,TRUE,9,1750,48,838,427,8,200,TRUE,1,FALSE,23,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1219,52,578,624,8,1833
100,FALSE,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,1,1430,10,439,432,3,200,FALSE,0,TRUE,33,TRUE,2,FALSE,0,FALSE,0,TRUE,5,875,55,365,1009,14,1150
100,FALSE,FALSE,0,FALSE,21,FALSE,1,FALSE,0,TRUE,1,FALSE,2,1719,62,550,534,8,200,TRUE,1,TRUE,49,TRUE,3,TRUE,3,FALSE,1,TRUE,11,2271,53,590,888,22,1773
100,TRUE,TRUE,1,TRUE,45,FALSE,2,FALSE,2,FALSE,0,FALSE,9,1381,49,778,672,20,200,FALSE,0,FALSE,25,TRUE,2,TRUE,1,FALSE,0,TRUE,6,1281,56,695,315,5,2079
100,TRUE,FALSE,0,TRUE,44,TRUE,2,TRUE,2,TRUE,2,TRUE,9,2223,32,560,851,17,200,FALSE,0,FALSE,42,FALSE,2,FALSE,0,FALSE,0,FALSE,3,1496,57,1260,594,16,1928
100,FALSE,FALSE,0,TRUE,39,FALSE,1,FALSE,0,TRUE,1,TRUE,6,1613,41,1169,665,3,200,TRUE,1,FALSE,47,TRUE,4,TRUE,1,FALSE,0,FALSE,6,312,47,1290,545,21,2204
100,FALSE,FALSE,0,FALSE,13,FALSE,1,FALSE,0,FALSE,0,FALSE,0,1291,62,307,439,4,200,FALSE,0,TRUE,39,TRUE,1,FALSE,0,TRUE,1,TRUE,5,1715,38,478,661,5,1233
100,FALSE,FALSE,0,TRUE,27,TRUE,3,FALSE,0,FALSE,0,FALSE,3,1951,41,617,886,13,200,TRUE,1,FALSE,23,FALSE,2,TRUE,3,TRUE,2,TRUE,11,1635,35,1166,625,6,2073
100,TRUE,TRUE,2,FALSE,51,FALSE,2,TRUE,3,TRUE,1,TRUE,10,1823,31,963,2113,29,200,FALSE,0,TRUE,51,TRUE,3,FALSE,1,FALSE,0,FALSE,3,2088,78,879,1272,35,2138
100,FALSE,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,1,1239,20,612,300,1,200,FALSE,0,TRUE,16,TRUE,1,FALSE,0,FALSE,0,TRUE,3,1079,62,392,345,3,1078
100,FALSE,FALSE,0,FALSE,2,FALSE,0,FALSE,0,FALSE,0,FALSE,0,673,0,297,193,0,200,FALSE,0,TRUE,11,TRUE,2,FALSE,0,TRUE,1,TRUE,4,634,73,384,342,5,912
100,TRUE,FALSE,0,FALSE,27,FALSE,1,TRUE,1,TRUE,2,FALSE,10,2277,59,260,377,19,200,TRUE,1,TRUE,26,TRUE,3,FALSE,0,FALSE,0,TRUE,4,993,58,588,689,6,1908
100,TRUE,FALSE,0,TRUE,39,TRUE,3,TRUE,1,FALSE,1,FALSE,8,1336,36,917,1348,20,200,FALSE,0,FALSE,23,FALSE,0,FALSE,0,TRUE,1,TRUE,3,1330,35,478,654,7,1768
100,TRUE,FALSE,0,FALSE,34,TRUE,1,TRUE,2,FALSE,1,FALSE,9,1417,47,556,319,9,200,FALSE,0,TRUE,22,FALSE,2,FALSE,0,TRUE,1,TRUE,3,1147,55,235,774,7,1690
100,FALSE,FALSE,0,TRUE,28,FALSE,0,FALSE,0,TRUE,2,TRUE,1,1060,50,471,878,13,200,FALSE,0,FALSE,43,TRUE,3,TRUE,2,FALSE,0,FALSE,10,1167,53,1082,830,15,1565
100,TRUE,FALSE,0,FALSE,27,TRUE,3,TRUE,1,TRUE,2,TRUE,5,545,41,1023,529,14,200,FALSE,0,TRUE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,0,683,40,457,534,4,1421
100,TRUE,TRUE,1,FALSE,43,TRUE,4,FALSE,1,FALSE,0,FALSE,7,1876,58,541,1468,20,200,FALSE,0,TRUE,45,FALSE,0,TRUE,1,TRUE,1,TRUE,5,1863,38,819,1253,18,1889
100,TRUE,TRUE,1,FALSE,34,FALSE,3,TRUE,2,TRUE,1,FALSE,10,1627,29,411,1147,20,200,FALSE,0,TRUE,28,TRUE,1,FALSE,0,FALSE,0,TRUE,4,1217,21,740,534,11,1650
100,TRUE,FALSE,0,TRUE,23,TRUE,1,FALSE,0,FALSE,0,TRUE,1,848,43,275,602,5,200,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1107,40,163,509,3,887
100,FALSE,FALSE,0,FALSE,22,FALSE,1,FALSE,0,FALSE,0,FALSE,1,1412,41,455,802,10,200,FALSE,0,TRUE,44,TRUE,2,TRUE,2,TRUE,2,TRUE,8,2506,50,662,685,14,1562
100,TRUE,FALSE,0,TRUE,34,TRUE,2,TRUE,2,FALSE,1,TRUE,9,1069,50,387,862,20,200,FALSE,0,FALSE,14,FALSE,0,FALSE,0,TRUE,1,FALSE,1,1144,57,385,142,2,1424
100,TRUE,TRUE,2,TRUE,40,TRUE,2,TRUE,3,TRUE,1,TRUE,11,1282,60,922,483,13,200,FALSE,0,FALSE,26,FALSE,1,FALSE,0,FALSE,0,FALSE,1,1405,38,674,442,7,1889
100,FALSE,FALSE,0,TRUE,43,FALSE,3,FALSE,0,FALSE,0,FALSE,4,1794,30,860,599,8,200,TRUE,1,FALSE,37,TRUE,3,TRUE,1,TRUE,2,TRUE,9,1165,73,650,568,17,2228
100,FALSE,FALSE,0,FALSE,10,FALSE,0,FALSE,0,FALSE,0,FALSE,0,924,90,395,179,0,200,FALSE,0,TRUE,16,TRUE,1,FALSE,0,TRUE,1,TRUE,2,749,31,507,346,6,851
100,FALSE,FALSE,0,FALSE,21,FALSE,1,FALSE,0,TRUE,1,TRUE,3,1834,38,287,458,7,200,TRUE,1,TRUE,35,TRUE,3,TRUE,2,FALSE,1,FALSE,10,1503,43,598,688,14,1819
100,TRUE,FALSE,0,FALSE,33,TRUE,4,TRUE,1,TRUE,1,TRUE,9,2287,42,591,378,8,200,TRUE,1,TRUE,29,FALSE,0,FALSE,0,FALSE,0,FALSE,2,1733,76,580,663,15,1842
100,FALSE,FALSE,0,FALSE,15,FALSE,0,FALSE,0,TRUE,1,FALSE,0,1752,93,507,375,8,200,FALSE,0,TRUE,43,TRUE,2,FALSE,0,FALSE,0,TRUE,6,2158,40,875,718,22,1382
100,FALSE,FALSE,0,FALSE,27,TRUE,2,FALSE,0,FALSE,0,FALSE,2,1634,41,429,498,10,200,TRUE,1,TRUE,37,FALSE,1,TRUE,2,TRUE,2,TRUE,9,1460,54,987,427,11,1534
100,TRUE,FALSE,0,FALSE,29,FALSE,0,TRUE,2,TRUE,2,TRUE,10,2512,21,913,580,13,200,FALSE,0,TRUE,20,TRUE,2,FALSE,0,FALSE,0,FALSE,4,1356,40,609,607,4,1427
100,FALSE,FALSE,0,TRUE,33,FALSE,1,TRUE,1,TRUE,2,FALSE,5,1454,27,945,542,12,200,FALSE,0,FALSE,39,TRUE,2,FALSE,1,FALSE,0,TRUE,8,1341,72,693,285,2,1857
100,FALSE,FALSE,0,FALSE,36,TRUE,2,FALSE,0,TRUE,2,TRUE,7,2081,28,969,1037,9,200,TRUE,1,TRUE,32,FALSE,2,TRUE,3,FALSE,0,FALSE,11,1542,75,865,1077,13,1960
100,TRUE,TRUE,1,FALSE,40,TRUE,4,TRUE,1,FALSE,0,FALSE,9,1797,65,689,451,12,200,FALSE,0,TRUE,31,FALSE,1,FALSE,0,TRUE,2,TRUE,8,1980,77,1157,700,13,1973
100,TRUE,TRUE,1,FALSE,55,FALSE,2,FALSE,2,TRUE,1,FALSE,10,1424,40,1029,1223,23,200,FALSE,0,TRUE,50,TRUE,3,TRUE,1,FALSE,0,TRUE,6,1546,44,1338,433,18,2206
100,FALSE,FALSE,0,TRUE,32,TRUE,2,FALSE,0,TRUE,1,FALSE,0,1251,62,545,469,11,200,FALSE,0,FALSE,49,FALSE,2,TRUE,4,FALSE,0,TRUE,11,1803,53,884,1075,19,1706
100,TRUE,TRUE,1,TRUE,36,TRUE,3,TRUE,1,FALSE,1,TRUE,11,1116,58,696,960,21,200,FALSE,0,FALSE,20,FALSE,1,FALSE,0,TRUE,1,FALSE,2,1379,50,247,388,4,1451
100,FALSE,TRUE,1,FALSE,35,FALSE,1,TRUE,3,TRUE,1,TRUE,8,2439,23,1625,719,10,200,FALSE,0,TRUE,51,TRUE,4,FALSE,1,FALSE,0,FALSE,8,1866,73,653,880,27,2517
100,TRUE,FALSE,0,FALSE,38,FALSE,1,TRUE,2,TRUE,2,TRUE,10,1606,37,808,533,9,200,FALSE,0,TRUE,23,TRUE,1,FALSE,0,FALSE,0,FALSE,0,1323,57,650,353,9,1698
100,TRUE,FALSE,0,FALSE,59,TRUE,4,TRUE,1,TRUE,1,FALSE,9,1729,51,1222,883,18,200,TRUE,2,TRUE,39,FALSE,2,FALSE,0,FALSE,0,TRUE,6,1142,72,544,413,19,2368
100,FALSE,FALSE,0,TRUE,36,FALSE,2,FALSE,0,TRUE,1,FALSE,5,1593,44,1138,664,15,200,TRUE,1,FALSE,27,TRUE,2,TRUE,3,FALSE,0,TRUE,10,1137,48,293,1351,9,2099
100,TRUE,FALSE,0,TRUE,27,FALSE,1,FALSE,0,FALSE,0,TRUE,4,775,26,313,1046,9,200,FALSE,0,FALSE,10,TRUE,1,FALSE,0,TRUE,1,FALSE,1,711,20,741,214,1,1031
